4	tweet_textual_content	len	ID	Date	Source	Likes	RTs
449	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951496260894720	Tue Jun 18 11:56:49 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
450	RT @almanaquedisney: Bom dia! No último fim de semana, #Aladdin recuperou a liderança nas bilheterias brasileiras. O filme arrecadou 6,9 mi…	140	1140951583234101248	Tue Jun 18 11:57:09 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1
451	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951491374505984	Tue Jun 18 11:56:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
452	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951796489183233	Tue Jun 18 11:58:00 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
453	"@cavstaway noo, marvel è okay ma mena no :((
non hai visto aladdin? devi rimediare!"	83	1140951377067347970	Tue Jun 18 11:56:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
454	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951308507209728	Tue Jun 18 11:56:04 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
455	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951695117078528	Tue Jun 18 11:57:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
456	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951844950142983	Tue Jun 18 11:58:12 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
457	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951378212208640	Tue Jun 18 11:56:21 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
458	"RT @Prtk_Live: #Aladdin Week4! Crossed 48cr mark at BO!👍

Week1 29.50cr
Week2 14.10cr
Week3 3.26cr

Wknd4 1.34cr
Mon 0.35cr

Total 48.55cr…"	140	1140951526321483776	Tue Jun 18 11:56:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6
459	"RT @ktnhtrz_key: 【弾いてみた】

ディズニー映画Aladdinより
A whole new world 

この間映画やっと見てきました泣いた
アラジンは曲がかっこいい、この曲も好きやけど他の曲もほんとにかっこいい
映画絶対見て絶対ね

#弾いてみた 
#コト…"	140	1140951377956331520	Tue Jun 18 11:56:21 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	3
460	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951512316669955	Tue Jun 18 11:56:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
461	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140951724498100224	Tue Jun 18 11:57:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
462	“This live action Aladdin is basically Hitch Disney edition.” @valerie_jillson https://t.co/W7Q1paSXSO	102	1140951770354585604	Tue Jun 18 11:57:54 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
463	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951814478520321	Tue Jun 18 11:58:05 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
464	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951558936338432	Tue Jun 18 11:57:04 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
465	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951348436860928	Tue Jun 18 11:56:13 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
466	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951856803241986	Tue Jun 18 11:58:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
467	@joinedthisday @GeoffMiami @maddow @MSDNC3 Oh yeah , they are coming hard, but the genie has escaped....it will be… https://t.co/hjphe58mMk	139	1140951577383096320	Tue Jun 18 11:57:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
468	BOGO FREE! Genie Jinn Aladdin Disney Be careful what you wish for Modern Cross Stitch pattern decor DIY pdf pattern… https://t.co/gBBGQPDb7Z	140	1140951439667322881	Tue Jun 18 11:56:35 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
469	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 09:00 KST:

#6 MelOn (=)
#7 FLO (=)
#9 Genie (+1)
#11 Bugs (+1)
#12 Mnet (+1)
#14 Sori…"	140	1140951625588072450	Tue Jun 18 11:57:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	600
470	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951390447198209	Tue Jun 18 11:56:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
471	RT @violencevintage: Aladdin (2019). https://t.co/eh1WtKMaOU	60	1140951824955875328	Tue Jun 18 11:58:07 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	9216
472	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140951345475674113	Tue Jun 18 11:56:13 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
473	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951751975034880	Tue Jun 18 11:57:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
474	@Tarunasandyp1 Aladdin, hit n run	33	1140951358100533248	Tue Jun 18 11:56:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
475	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951397111746560	Tue Jun 18 11:56:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
476	"Pas abis nonton aladdin, Zidane said ""Tante, ini film aladdin adanya kapan lagi? diyoutube ada ngga?"" 

difikir the series apaya🤣🤣"	132	1140951610878619650	Tue Jun 18 11:57:16 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
477	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951722937815041	Tue Jun 18 11:57:43 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
478	"RT @luna_miduki: 🧞‍♂️cosplay🧞‍♀️
【アラジン Aladdin/ジャファー Jafar】

金曜ロードショウ見逃したんですよ…

特殊メイクの練習をした大臣さま🐍
三脚撮影です
ジャファーさまの指が特に好きなんですよ！セクシー！！！！❤️ http…"	143	1140951266127777794	Tue Jun 18 11:55:54 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1043
479	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140951655057223682	Tue Jun 18 11:57:27 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
480	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951627869720577	Tue Jun 18 11:57:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
481	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951589739487233	Tue Jun 18 11:57:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
482	RT @zzz_zZ__: 알라딘 후기 자스알라 개짱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보는내내 이짤방 생각나서 울엇다,,,,,고하네요 #Jasmine  #Aladdin &lt;이거임티 개귀여워 https://t.co/sUaK2ZQMo5	125	1140951678771818496	Tue Jun 18 11:57:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	34
483	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951543165833217	Tue Jun 18 11:57:00 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
484	"RT @weareoneEXO: 레이 LAY [Honey]

🎧Melon: https://t.co/gEpoWBX55j
🎧FLO: https://t.co/YViy7WBxL5
🎧genie: https://t.co/lSdgn11JEQ
🎧NAVER MUSIC…"	144	1140951260373368832	Tue Jun 18 11:55:52 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	32873
485	RT @G3N13M4G1C: 🎇🎇🎇🎇🎉🎉NICE ALADDIN! Whoa! 🎉🎉🎇🎇🎇🎇 https://t.co/xVnsSSbTZ9	84	1140951391961153537	Tue Jun 18 11:56:24 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4
486	"RT @nimiovnimio: 190618 업데이트 #빅스 #레오 #LEO #MUSE #로맨티시즘 &lt;Dance Performance&gt;
https://t.co/pHZYNdV8A7 [GENIE MUSIC] 사각라이브 https://t.co/yyb1pGm…"	146	1140951845491183617	Tue Jun 18 11:58:12 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	97
487	"#Aladdin 

#np  Alan Menken - Harvest Dance"	43	1140951443182161920	Tue Jun 18 11:56:36 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
488	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951864071950339	Tue Jun 18 11:58:16 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
489	RT @extrabaggs: Will Smith is 19 for 19 knocking down save opportunities and none came tougher than this. He closes out Tyler Beede's first…	140	1140951834661675008	Tue Jun 18 11:58:09 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	41
490	"[genie] [메세지] 
[공유] ♬모든 날, 모든 순간 (Every day, Every Moment) - 폴킴
 https://t.co/HMWuBnVYpw"	88	1140951732240785408	Tue Jun 18 11:57:45 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0
491	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951263951171584	Tue Jun 18 11:55:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
492	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951614871597058	Tue Jun 18 11:57:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
493	"１位おめでたい🎊
そしてたしかにウェディングフォトっぽい(*´艸`*)
メナさんはそーゆー冗談も言う人なのか( ¨̮ )
さて、今週末も観に行こっと🧞‍♂️
#aladdin #メナマスード
@MenaMassoud… https://t.co/BQOSGfLhpD"	135	1140951841179496449	Tue Jun 18 11:58:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
494	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951277095940097	Tue Jun 18 11:55:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
495	"RT @donghaebluue: Yesung's name is trending on melon and genie search 💙💙🙆‍♀️
#SuperJunior #PinkMagic @SJofficial @shfly3424 https://t.co/wn…"	143	1140951926051233793	Tue Jun 18 11:58:31 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	145
496	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951897085399040	Tue Jun 18 11:58:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
497	"Eu: :(

*Absolutamente qualquer postagem ou story do Jason Momoa, Will Smith ou Zeca Pagodinho*

Eu: :)"	103	1140951944669757440	Tue Jun 18 11:58:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
498	RT @iyanfidael: Aladdin: I CAN SHO- https://t.co/PR5cmMOazT	59	1140951880119357441	Tue Jun 18 11:58:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2723
499	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140951913690591232	Tue Jun 18 11:58:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
500	RT @cmedina_5: i already saw aladdin but i wanna see it again bc i just.. loved every second of it 🥺	101	1140951912440877056	Tue Jun 18 11:58:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	14
501	Pq não colocaram a versão de A Whole New World da Eliana feat. Alexandre Pires no filme do Aladdin?	99	1140951943122231298	Tue Jun 18 11:58:35 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
502	i swear aladdin best ! ✊🏻❤️	28	1140951868895444992	Tue Jun 18 11:58:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
503	RT @BrookeHenderson: Thanks Genie!! 🇨🇦 https://t.co/S7NEQfUab8	64	1140951912063389696	Tue Jun 18 11:58:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	17
504	"[Hace un par de horas]

Yesung en tendencia n.3 de melon y tendencia n.6 de las búsquedas en genie.… https://t.co/7lXECgHcsm"	124	1140951941775679489	Tue Jun 18 11:58:35 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
505	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951933076697088	Tue Jun 18 11:58:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
506	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140951930451066880	Tue Jun 18 11:58:32 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
507	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951922653847554	Tue Jun 18 11:58:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
508	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→14:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#5 FLO
#6 Melon
#9 olleh 
#9 genie 
#9 Mnet…"	142	1140951915250909185	Tue Jun 18 11:58:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	69
509	RT @powerfullwitch: ¿Y ESTE HOMBRE TAN TALENTOSO ERA AL QUE LE LLOVIERON CRÍTICAS SOLO POR SER ALADDIN? https://t.co/UQdOYPhfki	127	1140951871181299713	Tue Jun 18 11:58:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2183
510	"[genie][공유]I FOUND LOVE - 오마이걸 (OH MY GIRL)
https://t.co/hdehbayhGb"	67	1140951908103774208	Tue Jun 18 11:58:27 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0
511	"RT @980220MI: 🌹
I’ll show you the world like Aladdin.

#1TEAM #진우 #JINWOO #원팀 https://t.co/iOqQs0Gwdm"	102	1140951972331151360	Tue Jun 18 11:58:42 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	33
512	"RT @donghaebluue: Yesung's name is trending on melon and genie search 💙💙🙆‍♀️
#SuperJunior #PinkMagic @SJofficial @shfly3424 https://t.co/wn…"	143	1140951941889101824	Tue Jun 18 11:58:35 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	145
513	"Sebagian donasi digunakan untuk membeli genie pass ✌

Detail pemasukan dan pengeluaran akan kami update nanti. Kami… https://t.co/Od7mgZMnlC"	140	1140951949103128576	Tue Jun 18 11:58:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
